week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
2023-10-22,TV (Non-English),4,Lupin,Lupin: Part 1,12900000,3.9833,3200000,3,false,
2023-10-22,TV (Non-English),5,Lupin,Lupin: Part 2,11500000,3.7833,3000000,7,false,
2023-10-22,TV (Non-English),6,Elite,Elite: Season 7,21100000,7.0333,3000000,1,false,
2023-10-22,TV (Non-English),7,Doona!,Doona!: Season 1,19800000,7,2800000,1,false,
2023-10-22,TV (Non-English),8,Stranded with my Mother-in-Law,Stranded with my Mother-in-Law: Season 1,11500000,7.0333,1600000,2,false,
2023-10-22,TV (Non-English),9,Kaala Paani,Kaala Paani: Season 1,11700000,7.25,1600000,1,false,
2023-10-22,TV (Non-English),10,Creature,Creature: Limited Series,8500000,6.2167,1400000,1,false,
2023-10-15,Films (English),1,Reptile,N/A,32300000,2.2667,14200000,3,false,
2023-10-15,Films (English),2,Fair Play,N/A,26900000,1.9167,14000000,2,false,
2023-10-15,Films (English),3,Gemini Man,N/A,10300000,1.95,5300000,4,false,
2023-10-15,Films (English),4,American Made,N/A,9300000,1.9167,4900000,1,false,
2023-10-15,Films (English),5,Mean Girls,N/A,6300000,1.6167,3900000,3,false,
2023-10-15,Films (English),6,Ma,N/A,5800000,1.65,3500000,1,false,
2023-10-15,Films (English),7,Casper,N/A,5400000,1.6667,3200000,1,false,
2023-10-15,Films (English),8,Tyson's Run,N/A,5400000,1.7167,3100000,1,false,
2023-10-15,Films (English),9,The Lost City,N/A,5800000,1.8667,3100000,1,false,
2023-10-15,Films (English),10,Get Out,N/A,5300000,1.7333,3100000,2,false,
2023-10-15,Films (Non-English),1,Ballerina,N/A,23100000,1.5667,14700000,2,false,
2023-10-15,Films (Non-English),2,Nowhere,N/A,23900000,1.8167,13200000,3,false,
2023-10-15,Films (Non-English),3,The Conference,N/A,12700000,1.6667,7600000,1,false,
2023-10-15,Films (Non-English),4,Forgotten Love,N/A,15800000,2.3333,6800000,3,false,
2023-10-15,Films (Non-English),5,OMG 2,N/A,11500000,2.5833,4500000,2,false,
2023-10-15,Films (Non-English),6,Khufiya,N/A,8700000,2.65,3300000,2,false,
2023-10-15,Films (Non-English),7,A Deadly Invitation,N/A,4100000,1.55,2600000,2,false,
2023-10-15,Films (Non-English),8,�j??gb??n,N/A,4200000,1.9333,2200000,1,false,
2023-10-15,Films (Non-English),9,Overhaul,N/A,2900000,1.6667,1700000,3,false,
2023-10-15,Films (Non-English),10,Keys to the Heart,N/A,2700000,1.7167,1600000,1,false,
2023-10-15,TV (English),1,Beckham,Beckham: Limited Series,54900000,4.75,11600000,2,false,
2023-10-15,TV (English),2,The Fall of the House of Usher,The Fall of the House of Usher: Limited Series,51900000,8.2833,6300000,1,false,
2023-10-15,TV (English),3,Sex Education,Sex Education: Season 4,32700000,8.1,4000000,4,false,
2023-10-15,TV (English),4,Big Vape: The Rise and Fall of Juul,Big Vape: The Rise and Fall of Juul: Limited Series,9700000,3.15,3100000,1,false,
2023-10-15,TV (English),5,Love Is Blind,Love Is Blind: Season 5,27900000,0,2600000,4,true,"[{""episodesLaunched"":11,""countryList"":[""GF"",""KY"",""GY"",""PA"",""TC"",""PM"",""SV"",""UY"",""CA"",""MX"",""DO"",""VE"",""MH"",""PY"",""SX"",""GS"",""BQ"",""FM"",""VI"",""CO"",""CU"",""AG"",""CL"",""AR"",""AW"",""EC"",""HT"",""GT"",""BO"",""BL"",""MQ"",""SR"",""NI"",""DM"",""BB"",""FK"",""US"",""CR"",""BM"",""MF"",""HN"",""AS"",""GP"",""GD"",""PE"",""CI"",""VC"",""PR"",""MP"",""VG"",""LC"",""BZ"",""GU"",""PW"",""TT"",""BR"",""MS"",""BS"",""AI"",""JM"",""CW"",""KN""]},{""episodesLaunched"":10,""countryList"":[""IS"",""CF"",""FO"",""YT"",""TD"",""UM"",""LT"",""CG"",""MW"",""PK"",""ZM"",""SA"",""IO"",""SB"",""GM"",""SL"",""IN"",""CH"",""EE"",""PS"",""LA"",""SO"",""VA"",""LY"",""NA"",""NP"",""LS"",""BN"",""LR"",""CM"",""CZ"",""AQ"",""PF"",""NL"",""EG"",""IE"",""JP"",""LI"",""EH"",""ER"",""MU"",""ES"",""TK"",""TW"",""SC"",""GA"",""CX"",""NU"",""WS"",""LU"",""SK"",""ML"",""KE"",""ID"",""RW"",""CY"",""UZ"",""RO"",""GB"",""AF"",""IT"",""FR"",""MV"",""GW"",""VU"",""KW"",""UA"",""PG"",""BA"",""SM"",""LV"",""MA"",""BI"",""HU"",""HR"",""TJ"",""CV"",""DJ"",""TZ"",""BW"",""GG"",""SG"",""FJ"",""NF"",""GR"",""BD"",""JE"",""SS"",""RS"",""MG"",""HK"",""AO"",""SE"",""SD"",""LB"",""AD"",""GQ"",""AE"",""HM"",""QA"",""IR"",""BY"",""PN"",""SI"",""AM"",""TG"",""NZ"",""MK"",""MD"",""PL"",""UG"",""KZ"",""BE"",""YE"",""NC"",""SZ"",""GL"",""GE"",""PH"",""KM"",""TV"",""MM"",""DZ"",""WF"",""AZ"",""AU"",""BT"",""GN"",""MR"",""RU"",""MT"",""ZA"",""MC"",""MY"",""DE"",""IM"",""SH"",""IQ"",""JO"",""NE"",""MO"",""SN"",""NG"",""MN"",""CC"",""TN"",""ET"",""ME"",""BH"",""TR"",""TH"",""IL"",""CK"",""LK"",""TM"",""TL"",""VN"",""GH"",""PT"",""GI"",""NO"",""DK"",""KG"",""KI"",""OM"",""NR"",""ST"",""BJ"",""MZ"",""BF"",""AT"",""AL"",""BG"",""ZW"",""RE"",""KH"",""KR"",""FI"",""TO"",""CD""]}]"
2023-10-15,TV (English),6,ONE PIECE,ONE PIECE: Season 1,14300000,7.5667,1900000,7,false,
2023-10-15,TV (English),7,CoComelon,CoComelon: Season 8,1500000,1.0667,1400000,4,false,
2023-10-15,TV (English),8,Virgin River,Virgin River: Season 5,10700000,7.65,1400000,6,false,
2023-10-15,TV (English),9,Everything Now,Everything Now: Season 1,8300000,6.2167,1300000,1,false,
2023-10-15,TV (English),10,The Great British Baking Show,The Great British Baking Show: Collection 11,4300000,3.35,1300000,2,false,
2023-10-15,TV (Non-English),1,Lupin,Lupin: Part 3,77900000,5.5167,14100000,2,false,
2023-10-15,TV (Non-English),2,Lupin,Lupin: Part 1,18700000,3.9833,4700000,2,false,
2023-10-15,TV (Non-English),3,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,15800000,0,4400000,2,true,"[{""episodesLaunched"":4,""countryList"":[""TG"",""DO"",""PK"",""GY"",""IO"",""HT"",""CW"",""ET"",""MU"",""TT"",""IS"",""CY"",""PR"",""DZ"",""LV"",""SC"",""BJ"",""GI"",""UG"",""AQ"",""CF"",""RS"",""HR"",""NI"",""FO"",""GQ"",""ES"",""GL"",""EG"",""VC"",""CG"",""AW"",""UA"",""US"",""IQ"",""VE"",""BE"",""PL"",""LC"",""SH"",""UY"",""LY"",""MS"",""SD"",""MT"",""GU"",""TD"",""SO"",""SM"",""KY"",""BO"",""GG"",""HM"",""GP"",""OM"",""AD"",""SI"",""AG"",""GW"",""RE"",""GA"",""NO"",""CO"",""BZ"",""GN"",""AE"",""SA"",""TJ"",""MP"",""TM"",""AZ"",""VA"",""SZ"",""TC"",""TR"",""AR"",""YE"",""BB"",""GF"",""EE"",""GB"",""AO"",""CD"",""EC"",""SN"",""GR"",""NG"",""CR"",""EH"",""MK"",""SE"",""RW"",""ME"",""NL"",""SV"",""IL"",""MZ"",""IE"",""DK"",""AM"",""LS"",""LT"",""KN"",""MX"",""GD"",""TN"",""BY"",""DJ"",""ST"",""FI"",""ZA"",""KM"",""PA"",""GS"",""BI"",""MR"",""GM"",""PE"",""LI"",""PT"",""TZ"",""MQ"",""VG"",""JM"",""BQ"",""FM"",""CM"",""KZ"",""ZM"",""SR"",""ZW"",""IT"",""DM"",""VI"",""AF"",""MH"",""SS"",""MA"",""PW"",""RO"",""UZ"",""CA"",""HU"",""FR"",""PM"",""SX"",""FK"",""ML"",""IR"",""BG"",""BS"",""CL"",""GE"",""PY"",""KW"",""CI"",""BL"",""NE"",""GT"",""YT"",""ER"",""DE"",""CV"",""MF"",""HN"",""LU"",""SL"",""CU"",""LR"",""SK"",""IM"",""MC"",""BR"",""AT"",""AL"",""JE"",""LB"",""CH"",""MW"",""BH"",""KE"",""KG"",""BM"",""MG"",""QA"",""PS"",""GH"",""BA"",""CZ"",""NA"",""MD"",""AS"",""BW"",""AI"",""JO"",""BF"",""RU""]},{""episodesLaunched"":3,""countryList"":[""MM"",""BD"",""NC"",""CX"",""JP"",""KH"",""HK"",""VN"",""NU"",""SG"",""UM"",""NR"",""TW"",""NF"",""TL"",""IN"",""BN"",""PG"",""SB"",""KI"",""CK"",""TH"",""TV"",""NZ"",""VU"",""CC"",""ID"",""NP"",""WS"",""FJ"",""AU"",""PF"",""MY"",""PN"",""MN"",""PH"",""KR"",""LK"",""LA"",""TK"",""MV"",""WF"",""MO"",""TO"",""BT""]}]"
2023-10-15,TV (Non-English),4,Lupin,Lupin: Part 2,16100000,3.7833,4300000,6,false,
2023-10-15,TV (Non-English),5,Pact of Silence,Pact of Silence: Season 1,43300000,12.0333,3600000,1,false,
2023-10-15,TV (Non-English),6,Stranded with my Mother-in-Law,Stranded with my Mother-in-Law: Season 1,6400000,3.5333,1800000,1,false,
2023-10-15,TV (Non-English),7,Dear Child,Dear Child: Limited Series,8400000,4.8167,1700000,6,false,
2023-10-15,TV (Non-English),8,Destined with You,Destined with You: Limited Series,28900000,17.3,1700000,8,false,
2023-10-15,TV (Non-English),9,SPY x FAMILY,SPY x FAMILY: Season 2,1200000,0.7833,1500000,1,false,
2023-10-15,TV (Non-English),10,DI4RIES,DI4RIES: Season 2,4800000,3.5833,1300000,1,false,
2023-10-08,Films (English),1,Reptile,N/A,45100000,2.2667,19900000,2,false,
2023-10-08,Films (English),2,Fair Play,N/A,24200000,1.9167,12600000,1,false,
2023-10-08,Films (English),3,Love is in the Air,N/A,10700000,1.4833,7200000,2,false,
2023-10-08,Films (English),4,Life of a King,N/A,10600000,1.6833,6300000,1,false,
2023-10-08,Films (English),5,Infinite,N/A,8600000,1.7667,4900000,1,false,
2023-10-08,Films (English),6,Mean Girls,N/A,7300000,1.6167,4500000,2,false,
2023-10-08,Films (English),7,Spy Kids: Armageddon,N/A,7100000,1.6333,4300000,3,false,
2023-10-08,Films (English),8,Last Vegas,N/A,7200000,1.75,4100000,1,false,
2023-10-08,Films (English),9,Identity Thief,N/A,7300000,1.85,3900000,1,false,
2023-10-08,Films (English),10,The Black Book,N/A,7700000,2.0667,3700000,3,false,
2023-10-08,Films (Non-English),1,Nowhere,N/A,54400000,1.8167,29900000,2,false,
2023-10-08,Films (Non-English),2,Forgotten Love,N/A,24500000,2.3333,10500000,2,false,
2023-10-08,Films (Non-English),3,Ballerina,N/A,15800000,1.5667,10100000,1,false,
2023-10-08,Films (Non-English),4,Overhaul,N/A,8400000,1.6667,5000000,2,false,
2023-10-08,Films (Non-English),5,Khufiya,N/A,13200000,2.65,5000000,1,false,
2023-10-08,Films (Non-English),6,"Ice Cold: Murder, Coffee and Jessica Wongso",N/A,3800000,1.4333,2700000,2,false,
2023-10-08,Films (Non-English),7,OMG 2,N/A,6200000,2.5833,2400000,1,false,
2023-10-08,Films (Non-English),8,Street Flow 2,N/A,3400000,1.6333,2100000,2,false,
2023-10-08,Films (Non-English),9,Jaane Jaan,N/A,4400000,2.3167,1900000,3,false,
2023-10-08,Films (Non-English),10,A Deadly Invitation,N/A,2700000,1.55,1700000,1,false,
2023-10-08,TV (English),1,Beckham,Beckham: Limited Series,58800000,4.75,12400000,1,false,
2023-10-08,TV (English),2,Sex Education,Sex Education: Season 4,53800000,8.1,6600000,3,false,
2023-10-08,TV (English),3,Love Is Blind,Love Is Blind: Season 5,32600000,8.7667,3700000,3,false,
2023-10-08,TV (English),4,ONE PIECE,ONE PIECE: Season 1,18800000,7.5667,2500000,6,false,
2023-10-08,TV (English),5,Encounters,Encounters: Season 1,6800000,3.3833,2000000,2,false,
2023-10-08,TV (English),6,Virgin River,Virgin River: Season 5,15200000,7.65,2000000,5,false,
2023-10-08,TV (English),7,Castlevania: Nocturne,Castlevania: Nocturne: Season 1,6800000,3.7,1800000,2,false,
2023-10-08,TV (English),8,Murdaugh Murders: A Southern Scandal,Murdaugh Murders: A Southern Scandal: Season 2,3200000,1.7833,1800000,3,false,
2023-10-08,TV (English),9,Who Killed Jill Dando?,Who Killed Jill Dando?: Season 1,3800000,2.3167,1600000,2,false,
2023-10-08,TV (English),10,The Great British Baking Show,The Great British Baking Show: Collection 11,3500000,2.2333,1600000,1,false,
2023-10-08,TV (Non-English),1,Lupin,Lupin: Part 3,63900000,5.5167,11600000,1,false,
2023-10-08,TV (Non-English),2,Lupin,Lupin: Part 1,13900000,3.9833,3500000,1,false,
2023-10-08,TV (Non-English),3,Dear Child,Dear Child: Limited Series,14500000,4.8167,3000000,5,false,
2023-10-08,TV (Non-English),4,Lupin,Lupin: Part 2,10200000,3.7833,2700000,5,false,
2023-10-08,TV (Non-English),5,Strong Girl Nam-soon,Strong Girl Nam-soon: Limited Series,2500000,0,1600000,1,true,"[{""episodesLaunched"":1,""countryList"":[""MV"",""WF"",""LA"",""VU"",""FJ"",""CK"",""TK"",""BT"",""NF"",""TL"",""BD"",""NC"",""IN"",""PG"",""PN"",""ID"",""TH"",""TO"",""NZ"",""BN"",""KR"",""WS"",""CX"",""AU"",""HK"",""TW"",""NP"",""VN"",""UM"",""LK"",""CC"",""MO"",""SG"",""PF"",""TV"",""JP"",""MM"",""MN"",""KH"",""PH"",""MY"",""NU"",""NR"",""SB"",""KI""]},{""episodesLaunched"":2,""countryList"":[""IR"",""CH"",""AR"",""EE"",""BA"",""DO"",""PK"",""DM"",""AQ"",""LT"",""FK"",""TT"",""IO"",""GW"",""OM"",""ES"",""PM"",""SX"",""ML"",""BY"",""PR"",""TN"",""GA"",""TM"",""SC"",""BZ"",""HM"",""BM"",""MG"",""QA"",""CG"",""KM"",""PA"",""DE"",""MQ"",""PS"",""ER"",""EC"",""AF"",""MH"",""KY"",""IE"",""MR"",""NL"",""SV"",""RE"",""IS"",""AZ"",""GN"",""BJ"",""GI"",""AT"",""TC"",""TR"",""SI"",""SR"",""ZW"",""GQ"",""GT"",""BE"",""HT"",""SE"",""JM"",""AD"",""IT"",""MU"",""SN"",""VI"",""LU"",""AW"",""UA"",""JE"",""IL"",""BS"",""CL"",""MZ"",""TG"",""CZ"",""NO"",""US"",""AL"",""YT"",""BO"",""RO"",""UZ"",""BB"",""AE"",""FR"",""IM"",""KZ"",""ME"",""BQ"",""FM"",""TD"",""VA"",""RS"",""GR"",""NG"",""HR"",""NI"",""SS"",""UG"",""SH"",""HU"",""ST"",""MX"",""GD"",""CW"",""ET"",""CU"",""MS"",""BI"",""GG"",""FI"",""ZA"",""GH"",""CM"",""CY"",""CO"",""CA"",""MA"",""PW"",""NA"",""KG"",""BR"",""SM"",""ZM"",""MT"",""GP"",""GU"",""AS"",""SA"",""LC"",""SO"",""HN"",""LS"",""CI"",""TJ"",""UY"",""MP"",""BH"",""KE"",""SL"",""DJ"",""MD"",""GL"",""MW"",""LV"",""AM"",""SZ"",""KW"",""RW"",""DK"",""KN"",""BW"",""FO"",""IQ"",""VE"",""PL"",""EG"",""MK"",""SD"",""GF"",""YE"",""VC"",""LR"",""SK"",""LI"",""PT"",""TZ"",""BG"",""LY"",""AO"",""CD"",""BL"",""NE"",""GS"",""LB"",""GM"",""PE"",""MC"",""CF"",""BF"",""RU"",""GY"",""AG"",""CR"",""EH"",""VG"",""GB"",""CV"",""MF"",""AI"",""JO"",""DZ"",""GE"",""PY""]}]"
2023-10-08,TV (Non-English),6,The Devil's Plan,The Devil's Plan: Season 1,14700000,9.7833,1500000,2,false,
2023-10-08,TV (Non-English),7,Destined with You,Destined with You: Limited Series,22500000,15.2,1500000,7,false,
2023-10-08,TV (Non-English),8,Burning Body,Burning Body: Limited Series,8700000,6.5667,1300000,5,false,
2023-10-08,TV (Non-English),9,Song of the Bandits,Song of the Bandits: Season 1,8600000,8.6333,1000000,3,false,
2023-10-08,TV (Non-English),10,Thursday's Widows,Thursday's Widows: Limited Series,4400000,4.4667,1000000,4,false,
2023-10-01,Films (English),1,Reptile,N/A,40200000,2.2667,17700000,1,false,
2023-10-01,Films (English),2,Love is in the Air,N/A,17300000,1.4833,11700000,1,false,
2023-10-01,Films (English),3,The Black Book,N/A,23100000,2.0667,11200000,2,false,
2023-10-01,Films (English),4,Spy Kids: Armageddon,N/A,14700000,1.6333,9000000,2,false,
2023-10-01,Films (English),5,The Croods: A New Age,N/A,14100000,1.5833,8900000,2,false,
2023-10-01,Films (English),6,Love at First Sight,N/A,11400000,1.5167,7500000,3,false,
2023-10-01,Films (English),7,Accused,N/A,4900000,1.4667,3300000,1,false,
2023-10-01,Films (English),8,The Machine,N/A,5700000,1.8667,3100000,1,false,
2023-10-01,Films (English),9,In Time,N/A,5400000,1.8167,3000000,3,false,
2023-10-01,Films (English),10,Force of Nature,N/A,4500000,1.65,2700000,1,false,
2023-10-01,Films (Non-English),1,Nowhere,N/A,43200000,1.8167,23800000,1,false,
2023-10-01,Films (Non-English),2,Forgotten Love,N/A,27800000,2.3333,11900000,1,false,
2023-10-01,Films (Non-English),3,Overhaul,N/A,14100000,1.6667,8500000,1,false,
2023-10-01,Films (Non-English),4,Jaane Jaan,N/A,14800000,2.3167,6400000,2,false,
2023-10-01,Films (Non-English),5,Street Flow 2,N/A,6600000,1.6333,4000000,1,false,
2023-10-01,Films (Non-English),6,"Ice Cold: Murder, Coffee and Jessica Wongso",N/A,3000000,1.4333,2100000,1,false,
2023-10-01,Films (Non-English),7,Gandeevadhari Arjuna,N/A,3900000,2.25,1700000,1,false,
2023-10-01,Films (Non-English),8,Do Not Disturb,N/A,2600000,1.9167,1400000,1,false,
2023-10-01,Films (Non-English),9,Ehrengard: The Art of Seduction,N/A,2100000,1.5833,1300000,3,false,
2023-10-01,Films (Non-English),10,Once Upon a Crime,N/A,2200000,1.7833,1200000,3,false,
2023-10-01,TV (English),1,Sex Education,Sex Education: Season 4,108400000,8.1,13400000,2,false,
2023-10-01,TV (English),2,Who Killed Jill Dando?,Who Killed Jill Dando?: Season 1,12800000,2.3167,5500000,1,false,
2023-10-01,TV (English),3,Love Is Blind,Love Is Blind: Season 5,36200000,6.7833,5300000,2,false,
2023-10-01,TV (English),4,Murdaugh Murders: A Southern Scandal,Murdaugh Murders: A Southern Scandal: Season 2,8000000,1.7833,4500000,2,false,
2023-10-01,TV (English),5,Encounters,Encounters: Season 1,14900000,3.3833,4400000,1,false,
2023-10-01,TV (English),6,ONE PIECE,ONE PIECE: Season 1,28400000,7.5667,3800000,5,false,
2023-10-01,TV (English),7,Virgin River,Virgin River: Season 5,22600000,7.65,3000000,4,false,
2023-10-01,TV (English),8,Castlevania: Nocturne,Castlevania: Nocturne: Season 1,9800000,3.7,2600000,1,false,
2023-10-01,TV (English),9,Sex Education,Sex Education: Season 1,12800000,6.7167,1900000,4,false,
2023-10-01,TV (English),10,The Pacific,N/A,15300000,8.9,1700000,2,false,
2023-10-01,TV (Non-English),1,Dear Child,Dear Child: Limited Series,25600000,4.8167,5300000,4,false,
2023-10-01,TV (Non-English),2,Song of the Bandits,Song of the Bandits: Season 1,22700000,8.6333,2600000,2,false,
2023-10-01,TV (Non-English),3,The Devil's Plan,The Devil's Plan: Season 1,10000000,4.4333,2300000,1,false,
2023-10-01,TV (Non-English),4,Burning Body,Burning Body: Limited Series,14300000,6.5667,2200000,4,false,
2023-10-01,TV (Non-English),5,KENGAN ASHURA,KENGAN ASHURA: Season 2,9700000,5.0667,1900000,2,false,
2023-10-01,TV (Non-English),6,Thursday's Widows,Thursday's Widows: Limited Series,8100000,4.4667,1800000,3,false,
2023-10-01,TV (Non-English),7,Destined with You,Destined with You: Limited Series,20200000,13.05,1500000,6,false,
2023-10-01,TV (Non-English),8,A Time Called You,A Time Called You: Limited Series,11900000,12.1833,1000000,4,false,
2023-10-01,TV (Non-English),9,Behind Your Touch,Behind Your Touch: Limited Series,15700000,0,900000,4,true,"[{""episodesLaunched"":15,""countryList"":[""SB"",""HK"",""MO"",""KH"",""PF"",""SG"",""NC"",""ID"",""PG"",""UM"",""MV"",""TV"",""LK"",""TW"",""MY"",""BT"",""BD"",""MN"",""CX"",""MM"",""PH"",""WF"",""NP"",""TL"",""NZ"",""NR"",""CC"",""PN"",""CK"",""FJ"",""VU"",""KR"",""JP"",""NU"",""TO"",""WS"",""TK"",""KI"",""BN"",""IN"",""TH"",""LA"",""NF"",""VN"",""AU""]},{""episodesLaunched"":16,""countryList"":[""EG"",""GY"",""ZW"",""EC"",""AO"",""BJ"",""VA"",""MX"",""ML"",""RO"",""RW"",""SH"",""BF"",""AM"",""ET"",""CU"",""LB"",""CH"",""UZ"",""GD"",""ZM"",""FR"",""KN"",""LU"",""CG"",""GU"",""PK"",""SN"",""TG"",""CF"",""GR"",""IT"",""SV"",""FM"",""GM"",""VG"",""SA"",""JM"",""MU"",""SL"",""ST"",""PM"",""KW"",""AR"",""MF"",""CV"",""JE"",""GS"",""BG"",""KM"",""VI"",""KY"",""PT"",""SK"",""EE"",""SD"",""GP"",""VC"",""DK"",""MP"",""CR"",""GI"",""MG"",""HN"",""UY"",""KG"",""TT"",""IO"",""BR"",""MR"",""DM"",""IE"",""NI"",""BI"",""MQ"",""NA"",""BM"",""PE"",""IR"",""AF"",""PY"",""SR"",""AL"",""GA"",""AD"",""ZA"",""CL"",""GF"",""GB"",""PW"",""IM"",""NL"",""PR"",""AQ"",""DE"",""LY"",""IL"",""ES"",""EH"",""BB"",""IQ"",""NE"",""SX"",""AZ"",""PA"",""BL"",""BZ"",""BH"",""YE"",""GQ"",""PL"",""BO"",""TD"",""CO"",""BA"",""GG"",""GH"",""MZ"",""LI"",""AE"",""TC"",""AS"",""KZ"",""HT"",""LR"",""GW"",""TM"",""BE"",""SZ"",""CW"",""HU"",""TZ"",""US"",""MA"",""NO"",""MK"",""ER"",""TR"",""BW"",""SI"",""TN"",""RU"",""CY"",""BQ"",""CA"",""QA"",""AW"",""GE"",""AT"",""OM"",""YT"",""RE"",""SE"",""UA"",""FK"",""LS"",""CM"",""FO"",""MT"",""JO"",""HM"",""MS"",""BS"",""SC"",""LT"",""PS"",""MC"",""MD"",""IS"",""CD"",""GL"",""CI"",""HR"",""MH"",""RS"",""SO"",""VE"",""NG"",""SS"",""AG"",""GN"",""UG"",""TJ"",""DZ"",""GT"",""BY"",""DO"",""ME"",""AI"",""FI"",""LV"",""SM"",""CZ"",""DJ"",""MW"",""LC"",""KE""]}]"
2023-10-01,TV (Non-English),10,Class Act,Class Act: Season 1,5200000,6.3167,800000,3,false,
2023-09-24,Films (English),1,Love at First Sight,N/A,23000000,1.5167,15200000,2,false,
2023-09-24,Films (English),2,Spy Kids: Armageddon,N/A,11000000,1.6333,6700000,1,false,
2023-09-24,Films (English),3,In Time,N/A,10400000,1.8167,5700000,2,false,
2023-09-24,Films (English),4,The Black Book,N/A,11600000,2.0667,5600000,1,false,
2023-09-24,Films (English),5,The Croods: A New Age,N/A,8700000,1.5833,5500000,1,false,
2023-09-24,Films (English),6,The Wolf of Wall Street,N/A,9700000,3,3200000,1,false,
2023-09-24,Films (English),7,The Deep House,N/A,4000000,1.3667,2900000,1,false,
2023-09-24,Films (English),8,Crawl,N/A,4200000,1.45,2900000,1,false,
2023-09-24,Films (English),9,Mother's Day,N/A,5100000,1.9667,2600000,2,false,
2023-09-24,Films (English),10,You Are So Not Invited to My Bat Mitzvah,N/A,4300000,1.7333,2500000,5,false,
2023-09-24,Films (Non-English),1,Jaane Jaan,N/A,18800000,2.3167,8100000,1,false,
2023-09-24,Films (Non-English),2,Ehrengard: The Art of Seduction,N/A,6000000,1.5833,3800000,2,false,
2023-09-24,Films (Non-English),3,Once Upon a Crime,N/A,6300000,1.7833,3500000,2,false,
2023-09-24,Films (Non-English),4,Rosa Peral's Tapes,N/A,2700000,1.35,2000000,3,false,
2023-09-24,Films (Non-English),5,Freestyle,N/A,2600000,1.4667,1800000,2,false,
2023-09-24,Films (Non-English),6,El Conde,N/A,2600000,1.85,1400000,2,false,
2023-09-24,Films (Non-English),7,How To Deal With a Heartbreak,N/A,1900000,1.7,1100000,1,false,
2023-09-24,Films (Non-English),8,Bhola Shankar (Hindi),N/A,2300000,2.6,900000,1,false,
2023-09-24,Films (Non-English),9,Bhola Shankar,N/A,2300000,2.6167,900000,2,false,
2023-09-24,Films (Non-English),10,The Great Seduction,N/A,1300000,1.6,800000,4,false,
2023-09-24,TV (English),1,Sex Education,Sex Education: Season 4,97600000,8.1,12000000,1,false,
2023-09-24,TV (English),2,Murdaugh Murders: A Southern Scandal,Murdaugh Murders: A Southern Scandal: Season 2,13600000,1.7833,7600000,1,false,
2023-09-24,TV (English),3,ONE PIECE,ONE PIECE: Season 1,46600000,7.5667,6200000,4,false,
2023-09-24,TV (English),4,Virgin River,Virgin River: Season 5,37700000,7.65,4900000,3,false,
2023-09-24,TV (English),5,Inside the World�s Toughest Prisons,Inside the World�s Toughest Prisons: Season 7,12300000,3.0833,4000000,2,false,
2023-09-24,TV (English),6,Surviving Summer,Surviving Summer: Season 2,12800000,3.8167,3400000,2,false,
2023-09-24,TV (English),7,Love Is Blind,Love Is Blind: Season 5,11900000,3.9167,3000000,1,false,
2023-09-24,TV (English),8,Kountry Wayne: A Woman's Prayer,N/A,2600000,1.0167,2600000,1,false,
2023-09-24,TV (English),9,The Pacific,N/A,21500000,8.9,2400000,1,false,
2023-09-24,TV (English),10,Murdaugh Murders: A Southern Scandal,Murdaugh Murders: A Southern Scandal: Season 1,5700000,2.3833,2400000,3,false,
2023-09-24,TV (Non-English),1,Dear Child,Dear Child: Limited Series,50200000,4.8167,10400000,3,false,
2023-09-24,TV (Non-English),2,Burning Body,Burning Body: Limited Series,24500000,6.5667,3700000,3,false,
2023-09-24,TV (Non-English),3,Thursday's Widows,Thursday's Widows: Limited Series,16400000,4.4667,3700000,2,false,
2023-09-24,TV (Non-English),4,KENGAN ASHURA,KENGAN ASHURA: Season 2,11700000,5.0667,2300000,1,false,
2023-09-24,TV (Non-English),5,Destined with You,Destined with You: Limited Series,18900000,10.95,1700000,5,false,
2023-09-24,TV (Non-English),6,Song of the Bandits,Song of the Bandits: Season 1,14900000,8.6333,1700000,1,false,
2023-09-24,TV (Non-English),7,A Time Called You,A Time Called You: Limited Series,19700000,12.1833,1600000,3,false,
2023-09-24,TV (Non-English),8,Class Act,Class Act: Season 1,9300000,6.3167,1500000,2,false,
2023-09-24,TV (Non-English),9,Ragnarok,Ragnarok: Season 3,5100000,4.4,1200000,5,false,
2023-09-24,TV (Non-English),10,Infamy,Infamy: Season 1,7000000,6.35,1100000,2,false,
2023-09-17,Films (English),1,Love at First Sight,N/A,21400000,1.5167,14100000,1,false,
2023-09-17,Films (English),2,You Are So Not Invited to My Bat Mitzvah,N/A,7400000,1.7333,4300000,4,false,
2023-09-17,Films (English),3,Woody Woodpecker,N/A,5300000,1.5167,3500000,2,false,
2023-09-17,Films (English),4,Dr. Seuss' The Grinch,N/A,4900000,1.4333,3400000,2,false,
2023-09-17,Films (English),5,Fifty Shades Freed,N/A,5900000,1.75,3400000,1,false,
2023-09-17,Films (English),6,The Croods,N/A,5200000,1.6333,3200000,7,false,
2023-09-17,Films (English),7,All My Life,N/A,4600000,1.5333,3000000,1,false,
2023-09-17,Films (English),8,Leatherface,N/A,4300000,1.4667,2900000,1,false,
